Hugo_Symbol	q
MED22	0.04803382711601228
SLC25A40	0.04808429793191232
SNAI3	0.048113351764896235
HDGFRP2	0.04814133028235387
CYGB	0.0481579247051654
NME2	0.048281830618332376
FAM212A	0.04843596058108588
ZSWIM3	0.04846589756996478
SAMHD1	0.04859617877455333
MTHFS	0.048605000191332515
RABIF	0.048607342640119594
DGCR6	0.048607342640119594
HDHD3	0.04864294837163893
PA2G4P4	0.048687630604286575
LPPR4	0.04869696055331557
SIAH1	0.04874840495668776
ZNF592	0.04875487441170599
RNF34	0.04883205163624938
UBE2QL1	0.04888029582932516
HK2	0.04890674041916495
USP16	0.04892300734677109
MAL2	0.04892300734677109
SLFN5	0.04899302138885461
DNAAF2	0.04899302138885461
ALS2	0.049014335276297775
RGPD6	0.04907223134644802
SP3	0.049094757001422615
IMMP2L	0.04920148794606718
BTG1	0.0492130994144966
GAB3	0.04926376754471794
RMDN1	0.049318388534293295
FZR1	0.04933051203424886
ZNF34	0.049409801137199116
PMEPA1	0.04942580385429955
LOC100272217	0.049447018552524945
CTSD	0.049486202451152116
SNAI3-AS1	0.049486202451152116
EEF1A1P9	0.049488245978816715
EYA3	0.049488245978816715
PKP2	0.04951200952860772
GALNT11	0.04951200952860772
GTF3C3	0.04955013128769673
ZNF815P	0.04955013128769673
C19ORF44	0.04965256235347414
FBXO22	0.04971568359495484
ZNF581	0.04984298505132964
OR2A9P	0.05010278144266298
SORT1	0.05010316521049339
LGALS1	0.05012531293274859
HYI	0.050146668770498504
CEBPA	0.05015363011534397
BTAF1	0.05015964591540144
PALD1	0.05016199045469579
FKBP9P1	0.05018142104248417
OR2A7	0.05026984128913809
CAPS	0.05030796517837835
COX7A2	0.05033556557976587
ADSS	0.050367519306771934
TNC	0.050478933010912844
HLA-DPB1	0.050481632499990534
MRPS2	0.050482190744537
USP12	0.05048770398959787
HNRNPH1	0.050513704599405594
NEIL2	0.050572770270128665
MCTP1	0.05057407280544396
RHPN1-AS1	0.050693491408808335
C14ORF2	0.050696140956643494
PLK3	0.05077931036883884
CRKL	0.050802023526879285
DCTN2	0.050802023526879285
HPS4	0.050802023526879285
ZSCAN12P1	0.050835422564162874
COL6A1	0.050905097962002765
PCBD1	0.05091177310147077
FTSJ2	0.05091646125199292
PRKD1	0.05106571067969041
MORC4	0.05112672192847605
SLC2A11	0.05112672192847605
ELL	0.05113393173139904
C14ORF119	0.05116220217675685
RPRD2	0.05120750532210161
ZRANB1	0.05120750532210161
HMOX2	0.05129834496653049
PCOLCE	0.05130230799293279
HDAC3	0.05130286258391375
ZNF273	0.05142711525115144
ADAMTS14	0.051624560826498044
RAD54L2	0.05170582133372728
ATP6V0B	0.05171229296578549
POGZ	0.05173650783867528
HNRNPK	0.051798156552531394
TYW3	0.05179832074756293
SMARCAL1	0.05182285291045393
SESTD1	0.05189184522247063
GABPB2	0.05196322030882897
COMMD5	0.05201344652330555
ZNF738	0.05204453094966515
FAM86B1	0.05204453094966515
ZNF514	0.05205229437740624
TRIM5	0.052054984453072786
APIP	0.05208618690518372
COG8	0.05208618690518372
AP1S3	0.05213601447105638
C6ORF226	0.0521396725854503
C19ORF73	0.052233258040513826
LATS2	0.052233258040513826
CUEDC2	0.052444894928548466
TPCN2	0.052456230836403446
LMTK2	0.05247633970901928
TMEM170B	0.05253131522355167
EPS15	0.052569966397456154
PAK4	0.052584065911164886
C14ORF169	0.052592909826227933
RAD18	0.05260947779089511
NOC4L	0.05264331584669341
GUSBP11	0.052660275694323785
OXNAD1	0.052839592156958146
WDR47	0.05284390371233051
CUL4A	0.05286279655492281
SELPLG	0.05286653223579072
BNIP1	0.05286939693317468
C17ORF67	0.052931184911341175
TAB2	0.0529530706223741
NLRP1	0.0529530706223741
PON2	0.05297761593534539
ALKBH6	0.05303087853806861
UNC45A	0.05308237561387567
ACVR2B	0.05314522942257021
ZNF26	0.05322685481308266
PLXNA4	0.05323276100301646
PEX26	0.053278764604330495
CROCCP2	0.053305595752929265
XPO4	0.05331825985059132
MAFK	0.05333719867921079
RPRD1A	0.05340727710085447
MAEA	0.05348195624666572
MMADHC	0.053595129434655095
RANBP10	0.05359940347366535
HNRNPCL3	0.05364170796818653
WWOX	0.05365626349473036
AASDHPPT	0.053686710435296936
N4BP1	0.0537064153751899
ATF6B	0.053716139613553315
PCDHGC3	0.053781961596800536
RPL23AP53	0.053781961596800536
MAPKAP1	0.053841070109206184
PRMT7	0.053892159335374897
RNF2	0.053892159335374897
RTFDC1	0.05389376978622602
RINL	0.05389376978622602
KLRAP1	0.05393356858296677
VTI1B	0.05395155352320796
MEGF6	0.05395486714722548
PGM2L1	0.05400432443273575
YTHDF3	0.0540160089899115
LRRC10B	0.0540160089899115
CLIC3	0.0541046531990835
USO1	0.054157735527399505
ANKRD10	0.054163038133982676
TP53I13	0.05419056275488118
TAF3	0.05427729245025122
PDCL	0.05427729245025122
ELL3	0.05432836268379558
NCOR2	0.05432836268379558
TFIP11	0.054341254984244865
LRRC37A6P	0.05435477517032842
RNF146	0.05438589050749787
FZD3	0.05438589050749787
CAV1	0.05445112694573485
CDC26	0.05454731935254122
BAALC	0.05461347818051277
ADAT1	0.05463819849340313
MIR600HG	0.05475155676904461
NKAP	0.054764959672048925
DDX54	0.054788252131058875
ACO2	0.054791767602134646
TMEM164	0.054815423857032586
OSTM1	0.054820802465274925
MYO18A	0.05482284129952632
SLC9A7	0.05483058926960909
RPL10	0.0548882040127593
FAM86JP	0.05494115556310298
ZNF143	0.05495778075985058
NPAT	0.054999280364095786
PLA1A	0.055032925414321
IRX2	0.05509420902978166
UBA3	0.05512449125329041
RNASET2	0.05527095719997199
BET1	0.05530029676166348
FBXO6	0.05536345421657534
C10ORF88	0.05536654899498657
SNN	0.05540632715855771
GAS2L1	0.055417531070572505
ZNF35	0.055438015092172464
ARSA	0.055622829356657806
ARL13B	0.055721161903989506
EIF2B4	0.05582914306571348
KIF22	0.05585609949658601
UBE2M	0.05588315052365192
TPT1	0.05593667140803374
RNF13	0.05598408416932414
CCDC94	0.05598737740703293
GON4L	0.05601927264424925
IFT52	0.056094431816898854
FAM69B	0.05611520844974952
TM9SF4	0.056138253696043125
COA4	0.05621998658165487
SAMD5	0.05629979353829043
CFH	0.05629979353829043
C8ORF44	0.05632859647302541
AVPI1	0.05634597264615324
DTNA	0.05634597264615324
HIST1H4H	0.05634930594294516
ZNF551	0.056392770643953316
DENND1C	0.056392770643953316
SEC61A2	0.056424998693140466
SLC30A6	0.05648153854589883
MYLK	0.05651096312431797
CLMN	0.056543359746597174
TEKT4P2	0.05658362100464282
PPP4R1	0.05663518994580459
ZKSCAN3	0.05672424310226265
PPP1R35	0.056727168556178785
TRMT44	0.0567501921550686
FCGR3A	0.0567501921550686
EXOSC1	0.056867092241287415
FASTKD3	0.056867092241287415
STK11	0.056867092241287415
BCCIP	0.056892594292575725
TRIP12	0.05691928422986693
GTF3C4	0.057039143893778295
SMARCA5	0.057092669307742316
SERTAD4	0.05716977779930604
SLFN12	0.05716977779930604
ZBTB18	0.05718636098229562
TYSND1	0.05718636098229562
SPAG9	0.057330619636438256
APOE	0.05734305693854624
FAM65B	0.05739592702997774
MOK	0.05742178986395816
STX12	0.05760397974844344
LDAH	0.05763681229115706
PPP2R5B	0.05772310214868354
GCLC	0.05772310214868354
SH3RF2	0.05772310214868354
FBXL15	0.05781420307510533
MED21	0.05782118883903181
MRPL57	0.057890584358540685
GTF2E1	0.057890584358540685
SNX4	0.05798970751440837
FBXW9	0.05802123196639844
ZNF219	0.05807289939638823
MINOS1	0.05815915311390867
OFD1	0.05820586568438761
OAS1	0.05821393713846122
TLR4	0.0582144396138977
JUNB	0.05823145921095296
PGP	0.05823837919261794
TMX3	0.058287989751203875
MAPK8IP3	0.05841152302283967
MFSD10	0.05841152302283967
TSPAN12	0.05841152302283967
RING1	0.058451305374616055
CDH2	0.058460046658053
TBCEL	0.05849052803088511
GIMAP7	0.05850343446965457
TSSK3	0.058586862506665775
TSPAN17	0.05861036721226111
ALG9	0.05863299104204862
AMT	0.05864319921782883
MAPK1	0.05871471848757243
RSBN1	0.05873319475068471
TRIM33	0.058749422175878994
FAM83H	0.05888837855992448
C15ORF62	0.05888886403115544
MSRB1	0.05897761460000954
COMTD1	0.05900191069030397
LINC00623	0.0590312494902681
LOC642852	0.05903641307727405
SNX6	0.0590697311609645
BHLHE41	0.05916344169655361
ALMS1	0.05917457176231239
SBK1	0.059207301296294
TTLL5	0.0592254018622584
PPP1R12A	0.059286871894472286
DDHD1	0.05939987436760277
SYNE2	0.059453809764879406
NGDN	0.059543432867803205
MRPL55	0.05956446278435911
NNMT	0.05964320859952618
ABI2	0.05971565476832624
GABPB1-AS1	0.05973188492353593
CTNS	0.059757969343731496
NOP9	0.05977025067185714
RPSAP9	0.05994612169537034
MRPL21	0.05995742317004547
DUSP19	0.05995742317004547
MAGEH1	0.059957791778251966
METAP1D	0.06006634292970435
ZC3H12B	0.06008012110701359
RTN4RL2	0.06011562451191437
HLA-DPA1	0.060117082199048266
POLR2J4	0.060124800800776576
SHPRH	0.060379493961851965
HAVCR2	0.060434252821586605
MRPS23	0.06044768562523732
USP43	0.060448976588187785
STK4	0.06054432656404675
LRCH3	0.06059122564919402
METTL17	0.06064971909843943
HDLBP	0.06064971909843943
PELI3	0.06064971909843943
RGS1	0.06066847565117839
ZNF605	0.060751018208209315
PTPDC1	0.06082165572944868
CEP350	0.06091052323611829
TPM1	0.06096131721320622
DCAF17	0.06106997635572101
SLC25A44	0.061081146876739045
ACSF3	0.0611245602735461
CHADL	0.061139447135293686
TNIP2	0.061162349790738146
EML3	0.06118194378875514
C1ORF216	0.06119729732572959
PLXDC2	0.06120359561999173
PRR14	0.06130555778606664
MROH1	0.06133656701961525
ZBTB10	0.061347908160574345
ZMYM4	0.06141544503925951
C1ORF123	0.061436284310072614
HM13	0.06147743558086439
INTS3	0.06153912240918381
ABHD12	0.06158922809216975
TMEM184B	0.06158922809216975
PLEKHM1P	0.06163579976781199
PGF	0.06163579976781199
UNC119B	0.06163579976781199
CMTM4	0.06164943373821788
IREB2	0.06173357222551575
BIN3	0.06178872822613645
MYO5B	0.06182591383636984
SMAD4	0.06186437766912068
ITGB3BP	0.0618661190203171
ESCO1	0.0618661190203171
IST1	0.06191879383974712
APAF1	0.061929136569777235
OXSR1	0.061929136569777235
PDCD4-AS1	0.062056664184361274
PPP1R13L	0.06212854195394189
RFNG	0.062180988456581175
PRR22	0.062241046763197715
KRBOX4	0.0622415592935862
MRPL50	0.06224246142257592
SEMA4F	0.0622429326957752
RBM15B	0.06233010845140903
ZNF837	0.06237573983962005
PXDN	0.06238417436091445
PANK4	0.06238417436091445
TIMM17B	0.06264021928884292
EGLN3	0.0628277829240071
R3HCC1L	0.06300129661519734
DCUN1D4	0.06304715385918373
RHOV	0.06306821836164506
SEZ6L2	0.06312064355359265
FAM109B	0.06314558017184684
RFESD	0.06316404234703506
C2ORF42	0.06323659790483349
DEPDC5	0.06327695495748623
RAPGEF2	0.0633155672880508
PRDM16	0.06331923848983295
RPTOR	0.06334614854289393
M6PR	0.06340664009584454
ZNF267	0.06347881150430768
PCCB	0.06349257904569298
CCDC85C	0.06350049122902429
SRPX	0.06350375927805547
HDX	0.06362732510001494
SPECC1L	0.06370438631763677
DYM	0.06376324605094308
DDAH2	0.06377823965408846
PDPR	0.0637840535992897
PFKFB4	0.0637840535992897
PLA2G15	0.06380091665764681
LRRFIP2	0.06391289846935368
ARFGAP2	0.06392836323374324
COL15A1	0.06396131736121159
ALPK3	0.06404712314187193
CNPY4	0.06405054200503685
MMS19	0.06420047576967247
MS4A6A	0.06420199295994307
TRIM35	0.06422918694903197
BAP1	0.06428087821461481
HAUS2	0.0642945849421087
USP9X	0.0644446148509148
VEGFB	0.06452608971651695
CDK11A	0.06466717777935134
STX3	0.06466717777935134
STAP2	0.06477665583849261
SDK1	0.06478616013037483
PAFAH1B1	0.06478616013037483
MARVELD3	0.06480139159474314
MRPS7	0.06483627430869197
SOWAHC	0.0648877149411056
FLJ37453	0.0649429683279778
GIMAP4	0.06499949553535916
INHBB	0.0650200152990399
C3ORF33	0.06504975723530537
ROMO1	0.06504975723530537
ADCK2	0.06506821273031257
POLR2G	0.06506821273031257
PMS2P1	0.06506821273031257
ARNT	0.06507201713320604
ZNF512	0.06507201713320604
ARL6	0.06511443221926841
ARHGAP5	0.06511443221926841
RBAK	0.06512095543444056
ARHGAP44	0.06515938581948673
MORN2	0.06528598160762163
KPTN	0.06529907750281937
SLC9A5	0.06530807906488144
SPCS2P4	0.06536797830891306
DNASE2	0.06540120285235793
CEP41	0.06541881703460078
RNF144B	0.06553291641010016
TOPORS	0.06553291641010016
PTRH2	0.06553548064907518
ATP10D	0.06563901436797469
HSPA13	0.06578837264185403
LCORL	0.06590776859620437
EXOC3L1	0.06593227029135665
RNASE6	0.06593812424582762
TGFBRAP1	0.06595036282844308
HS1BP3	0.0659536534297992
CAAP1	0.0661016757126927
OAF	0.06614288929229008
FKBP14	0.06615398468324422
NAA16	0.06622299400242408
RNF19A	0.06623823971287202
CHCHD4	0.06627686338431768
ZNF169	0.06631054360354557
FAM228B	0.06631054360354557
HNRNPU	0.0663592369220669
PDP1	0.0663592369220669
CD300C	0.0665480447754531
MED28	0.06666863020099148
IMPAD1	0.06677235282414827
GLRX	0.06677491972651743
PNKD	0.066861868518121
NBPF10	0.06693866498226946
ZNF135	0.06700982824135669
ERH	0.06706608398808289
AKAP17A	0.0670765605487046
NDUFS2	0.0670765605487046
RPL22	0.0670765605487046
MSANTD4	0.0670765605487046
PLCB1	0.067174902131374
MBIP	0.06717803445053463
SLITRK4	0.06718329482774864
CAMKK1	0.06718329482774864
PLEKHN1	0.06730818212711123
FUBP1	0.06733177124945768
PDHX	0.06733529825481378
C14ORF1	0.06734306352726048
MFSD11	0.06749037427605098
LSM12	0.06750708671727211
SNX15	0.0675589758609697
ELFN1	0.06756980477865081
DNAH10	0.06781959740076357
PARM1	0.06786333358451556
MYO9A	0.06790260775024878
HEPH	0.0679132162524533
LINC00662	0.0679132162524533
C6ORF89	0.06795592804193587
MLX	0.06796801494609479
TMEM248	0.06796801494609479
UBE3C	0.06796801494609479
SNX5	0.06812221338577347
RAB8A	0.0681537132058226
ZNF271P	0.06816418238730168
VPS33B	0.06819211903893252
EGR1	0.06819211903893252
HDAC5	0.06826481656929945
UBXN7	0.06828583346360612
SPRED1	0.06830663820701528
DNAJC3	0.0683137127644844
ATP10A	0.06837767059369494
LDOC1	0.06837767059369494
MOB4	0.06844421089251299
EEF1A1	0.06844421089251299
GNB1	0.06844564417078776
ENTPD6	0.06855875238285156
PLEC	0.06872863547288366
FCHSD1	0.06875347060475612
TMEM222	0.06876909711643567
WDR83OS	0.06878543559407527
TSPAN11	0.06885842191141799
RGPD1	0.06887934515803691
SOX7	0.0689587118594209
RBBP9	0.06898538943774801
DPYD	0.06901498862248442
PCDHB3	0.06917490234212165
ZNF880	0.06924229459962933
DRAM2	0.06924236851858577
ZNF786	0.069287971195089
FCF1	0.06939955234454258
HELZ2	0.06943147154420252
MRPS33	0.06944917932777285
FASTKD2	0.0694956802287467
FLVCR1	0.06954730575722247
MFNG	0.06965324268783558
IFITM1	0.06965454344524531
ROM1	0.06967695116593978
SPIRE1	0.06967695116593978
RFTN1	0.06970608559300556
HEXA	0.06978671844676758
ABHD13	0.06978671844676758
WDPCP	0.06982961193689723
ACAT1	0.06984318190721886
LINC00999	0.06993930429455912
RDH5	0.06993930429455912
LOC493754	0.06995183066318011
CMTR1	0.07014867747174597
ATP5I	0.07016973042113009
IL17RC	0.07042237409682198
NEURL1B	0.07049516044649301
CDC42BPA	0.07051507410753734
EIF4E2	0.07055484595820387
NFYB	0.07056393300577712
CPSF2	0.07057984550294391
C11ORF68	0.07070798373938017
PDP2	0.07070798373938017
EPT1	0.07071688033895178
MKRN2	0.0708837824860189
NIPAL3	0.07094134575263387
H2AFV	0.07098750045363857
POLRMT	0.07100351219952983
SOX18	0.07100752829011663
FAM210B	0.07104576127138183
C5ORF56	0.071249739568083
RGP1	0.07136895710971285
VCL	0.07142185323036022
DCTN3	0.07142185323036022
LINC00339	0.07153991518305852
NAA35	0.07155969219874499
FIBP	0.0717283342304746
IDH3B	0.07177077380011844
SUSD1	0.0718327420755938
ANKRD13C	0.0718327420755938
INTS9	0.07188198106520775
C9ORF78	0.07194618775991876
NLN	0.07196078321903666
LIN7C	0.0720782136093473
DCTN5	0.07208278874603699
ITPR2	0.07208278874603699
HIP1R	0.0722528161116747
SLC8B1	0.0722528161116747
CPPED1	0.07233172319076715
B3GALTL	0.07233689083815126
KPNA1	0.07235625356982879
RAB8B	0.07248088502288223
ZNF550	0.07248797688147891
KBTBD11	0.07252734268285459
MRI1	0.07266772051208938
F12	0.07266772051208938
MAP4	0.07269048937637197
ASH1L-AS1	0.07272930436043223
ALG12	0.07275331325569973
LARP1B	0.0728225098385269
CRK	0.07284298392310096
ID3	0.07284847784219706
TXNL1	0.07302361094080283
SV2A	0.07323736704484902
C17ORF80	0.07323779545286366
SLC25A10	0.0732850632820252
ANGPT2	0.07331897827455516
PP7080	0.07332561576991517
LAMTOR4	0.07335944866555234
NUTM2A-AS1	0.07335944866555234
MAPKAPK5-AS1	0.07340135412931555
WDR70	0.07341931605794295
H1FX-AS1	0.07341931605794295
ASXL2	0.07352238020286364
ZDHHC12	0.07355430201179432
MEGF8	0.07362959647354013
JAG1	0.07363327236272785
ATP1B1	0.07364727925952237
TUBG1	0.07364727925952237
LINS	0.0736703644464162
FBXL22	0.07378458908642255
HINT3	0.07384168335204536
PCDHB16	0.07391563395478724
ANKRD9	0.07400301892429666
MOV10	0.0740084910187111
FNBP1L	0.07405480570182922
IFIT3	0.07415348174562016
UBL7	0.07415348174562016
UBA6	0.07415348174562016
DTX3L	0.07431334314330941
SPPL2B	0.0743499409103125
TMCO4	0.07436839065778987
B3GALNT1	0.07447622868243232
MOB2	0.07447622868243232
EIF3A	0.07448260272405947
FOXO4	0.07456038648735795
CLCF1	0.07457108826640704
SMARCD3	0.0746270244597021
RBBP8	0.07471919495995
TMEM63B	0.07477062149106414
BAG5	0.07477062149106414
PPP3CA	0.07485667096504098
SEMA3A	0.07486055685166985
SKA2	0.07487251046618672
SPDYE1	0.07498526665170001
BZW2	0.07506473814149356
ACTR6	0.07515217766114746
KCNQ1	0.07516278956399974
TMCO6	0.07516278956399974
GNE	0.07526913042923128
CDC42EP2	0.07537155418650567
PALMD	0.07541610650824891
GNA12	0.07541610650824891
MRPL30	0.07541610650824891
TNS3	0.07541610650824891
OLMALINC	0.07541610650824891
ACTR1B	0.07542835552124602
ADK	0.07558161730856588
SPINT1	0.07560258804730786
TECPR1	0.07600533464753506
IL3RA	0.07611310540616542
ALDH7A1	0.07617392562987904
ZNF471	0.07624126299033683
MAZ	0.07641040536741694
FBLN2	0.07642281741283151
SCLY	0.07659722963751744
PROSER3	0.07659869726191985
ENTPD7	0.07660734310749612
MSANTD2	0.07675800797856713
CCNL2	0.07676240998435646
POLR2E	0.07687105549038123
MGAT2	0.0771850955979507
OGG1	0.07721423751544132
ZXDC	0.07725499087636233
RPL18	0.07731094041566684
GIMAP1	0.0773129220973729
EPB41L4B	0.0774022862083594
ZHX1	0.07744303753263933
MARVELD1	0.07763972501059857
RRM1	0.07773470379506003
CTNNB1	0.07774349015183478
ASPSCR1	0.07781103560405443
EIF2S3	0.07781849179777327
CMKLR1	0.07786632709977986
PNPLA8	0.07786741411082591
ABCF3	0.07790306202283521
ZNF793	0.0779152238711519
RPEL1	0.0779152238711519
LRRC4	0.0779152238711519
C21ORF59	0.0779152238711519
UQCRC1	0.07795227288165883
TADA2A	0.07798530341057966
ZNF518A	0.07803899919094337
NDUFAF2	0.0781776532704913
MKRN1	0.0781944437644175
LITAF	0.07830349457900489
RIN1	0.07832292137059586
FNDC1	0.0783619052488529
TRO	0.0783829190375005
PDXDC2P	0.07847005282896276
SH3YL1	0.07852120379043905
USP32P1	0.07857064016113122
MRPS28	0.07857064016113122
DPP3	0.07867559842076428
TLR7	0.07877286115975451
VHL	0.07878123741564595
XPNPEP3	0.07882463873880367
NELFA	0.07885734070994944
PEX5	0.07886915190571626
INO80B	0.07917289603442429
ACAP3	0.07917965971289448
SERTAD1	0.07921522569822304
PAK1	0.07925032707861027
CEP95	0.07933175301251681
GTSE1-AS1	0.07933175301251681
SUGP1	0.07941095987444197
UBXN1	0.07945440107334999
PDIA3	0.07948645602981355
SLC12A4	0.07958121504454675
RBFA	0.07958177528660625
CDK13	0.07959855503712512
CCL22	0.07971314158222258
MEDAG	0.07977281129118013
PLEKHA4	0.07978484929010021
POU6F1	0.07980009888986465
NT5C3B	0.07991287886076638
ACCS	0.0801935838661191
G2E3	0.08024563573404978
MNT	0.08025816461800969
FGFR1OP	0.08025816461800969
AHR	0.08035722442024634
PDZD2	0.08047000083815281
GCH1	0.08049131477675436
ABLIM2	0.0805371566364826
NQO2	0.08054013270617676
RIBC2	0.08071081413876134
GEMIN7	0.08078588664511474
SRP72	0.08114512194452884
IGDCC4	0.0812009723962818
FAM193B	0.08122610116302434
SLC31A2	0.08124224502614756
BEAN1	0.08132386559559769
SPAG16	0.08138834722679242
H19	0.08143738465417454
PPCDC	0.08146049005494087
ZNF195	0.08165540209249772
GPR157	0.08173723191252803
HSPA8	0.08179214613927291
STEAP1	0.08179214613927291
CPXM2	0.0817944454798899
LOXL2	0.08183161113704213
CIDECP	0.08185691106070465
NPEPL1	0.0818758708692793
ZNF229	0.08189996801738322
JPH4	0.08190520465775163
CLCC1	0.0819093577440865
FRK	0.08191204103335378
GADD45B	0.08196658040261379
ZNRD1-AS1	0.0819715270717534
ETFB	0.08197290144836988
ANAPC15	0.08201285748995943
PDLIM4	0.08201285748995943
BGN	0.08209915794202759
PIGL	0.08209915794202759
RRAS	0.08216635016902096
MIS12	0.0821847614665135
ZNF566	0.08224861854267307
PDLIM7	0.08225794261042348
AKR1A1	0.08233102382120415
ENTPD4	0.08233102382120415
SYDE1	0.08234618988864646
ZBTB46	0.08238713883215833
UNC93B1	0.08242446827496797
PDIA3P1	0.0824346516948603
B3GALT6	0.0824346516948603
SYMPK	0.08246940548563922
CBWD2	0.08246940548563922
SLC51A	0.08248992496951116
TRMT12	0.08263358881241262
PROS1	0.08263358881241262
FSTL1	0.08264820816681925
CAPZA2	0.08271231416896598
FAM45B	0.08273090942334838
TRAF2	0.08275592469595533
PPP6R2	0.08283131850882121
NDUFA12	0.08291775384152067
CWF19L1	0.08291775384152067
FAHD2CP	0.08300281453810662
TAF15	0.08300469957373556
THOC2	0.08301344299951606
PTDSS2	0.08308234466719075
POMGNT2	0.08308636928052812
CSNK2A3	0.08314853503458408
POMZP3	0.08315227681815839
GIPC3	0.08315227681815839
DDX58	0.0832550864770294
METTL9	0.08340831904299782
EIF3F	0.08363062592970333
RAB6A	0.08370599412539698
KEAP1	0.08378520165992583
SPNS1	0.08390889143140502
LUC7L2	0.08407308679239009
WASH3P	0.0840750601778713
HIBADH	0.0842209107210811
CCRN4L	0.08426065063436422
C11ORF74	0.08439503729920665
ZSCAN12	0.08449757561770672
TMED5	0.08462871052646138
RFT1	0.08472232449341892
C9ORF3	0.08472232449341892
MED14	0.08481991644409384
RBM4	0.08481991644409384
SEC31A	0.08481991644409384
PACS1	0.08481991644409384
CEP19	0.0848275676299173
FASTK	0.0848275676299173
ZNF335	0.08483625987425235
MMP19	0.08483753091317164
UBE2E1	0.08486957353712814
ORC5	0.08486957353712814
TIMM22	0.08487485992497544
ZSCAN2	0.08490903796590636
ALKBH5	0.08492001837685523
ACP5	0.08505931535884284
ZFP91	0.08518161803607614
MOB3C	0.08518166865762053
KCTD1	0.08521085687270318
GCDH	0.08521085687270318
VASH1	0.0852771471581315
METTL12	0.0852771471581315
HRAS	0.08528223234602442
BPHL	0.08539007791112517
TXLNG	0.08539070507563881
FAM50B	0.0854841937123254
SLC38A10	0.08554753119542738
SUV420H1	0.08559662733344504
NMRK1	0.08569641390411287
VPS29	0.08577657719203387
CYB561D1	0.08578242533106556
C20ORF196	0.08583676877360785
DDX6	0.08589200309156661
TMEM69	0.08589200309156661
FOLR2	0.08589200309156661
MTG2	0.08591426965570152
LOC100132287	0.0859483272437109
PYCRL	0.0859601554843267
MACF1	0.08610787277046508
FLI1	0.08620278944486368
HIVEP1	0.08625969316027844
SMU1	0.08625969316027844
WIPI1	0.08629869895637593
FAM117B	0.08630380111281882
MANSC1	0.08630380111281882
ELOF1	0.08630380111281882
PXYLP1	0.08630380111281882
PAIP2B	0.08631860402695225
LINC01000	0.08639391130749195
LAMB1	0.0864037204541915
IPO7	0.08642786106217014
CCDC112	0.08645876213237304
ECH1	0.08646672652566431
SYN1	0.08652744262440432
KDM5B	0.08654197887799644
RCOR1	0.0866089355741326
LDLR	0.0868158738389973
RANBP2	0.08696345278131783
TGIF1	0.08702073595972341
RHOU	0.08716799740753974
RAPGEF5	0.08725650944543396
GIMAP2	0.08729593565707053
N6AMT2	0.08732186680647859
ZSWIM7	0.08732889707685963
DNAJC5	0.08736747038422037
ZMAT3	0.08742520710873612
SLC25A26	0.08742954497513299
EEPD1	0.08744295940249011
METTL23	0.08745326544416011
ZFP41	0.08745326544416011
VAPB	0.08760988211107032
PDGFRA	0.0876125539981219
NLRP3	0.08773946532778858
MTF1	0.08775271554136739
COPS6	0.08776497231006723
DGCR11	0.08784826557191869
PRR14L	0.08790933952678588
CYB5R4	0.08793461892827453
NT5C3A	0.0880487148400555
MEGF10	0.08816685069842649
EDC3	0.08818814483038863
PRKRIP1	0.08818865049171812
SGMS2	0.08823494069045616
FHL2	0.08828674137143591
GNB2L1	0.08834917982335157
TSSC4	0.08839885607553676
KLF12	0.08841691626573712
ZGPAT	0.08842301281470392
ALOX5	0.08842301281470392
SPG20	0.08846774250460228
EBAG9	0.08848066960239091
RPUSD2	0.0886465132509792
NFKB1	0.08867836606295038
RAB10	0.08868342170509412
UTP23	0.08886429379642186
DEGS1	0.08887215321313814
CHPF	0.08908591460510222
SFSWAP	0.08916460003390655
NSFL1C	0.0891656317684914
HAUS1	0.08927134845583064
SLC20A2	0.08930879880726371
NFAT5	0.08930974976999904
ITGA4	0.08936815929276422
TMEM63A	0.08943139177937057
NOMO1	0.08960046872014953
KANSL2	0.08962518026231685
ALS2CL	0.08976943895336441
TCEB2	0.0897980392537629
CASK	0.08992013880036495
WDSUB1	0.09009761358279728
CD200	0.09011941158692989
TSTA3	0.09022250405597239
TXNDC17	0.09023141998990077
CHD4	0.09031442357651169
ST7	0.09033832218441432
KGFLP2	0.0903848927022627
ZNF774	0.09048187930367847
DLG5-AS1	0.09052123556082936
REP15	0.09054060861263694
ZNF649	0.09066484499632396
DENR	0.09067345722747999
FER1L4	0.09069631665593529
MTOR	0.09071543978011071
ATP13A1	0.09071543978011071
NEK6	0.09072849815229186
PRMT6	0.09073622739951169
GGT1	0.0908313675268356
DSCR3	0.09090679940673621
DDX3X	0.09090679940673621
CMAHP	0.09090679940673621
LIMCH1	0.09090825913841998
SLC37A2	0.09109591118206493
MEF2C	0.09121873248031505
FGFRL1	0.09123508215717303
KIAA1549	0.09123508215717303
GID8	0.09129111993325081
ZNF585A	0.0913846118530877
CDR2	0.09141497351438398
ASPRV1	0.09142102274690685
SEMA6A	0.09142152964731477
CRY1	0.0915214581303821
BRD2	0.0915499917416231
HOMER2	0.09155921833348292
SMG7	0.0916355623951441
MTMR4	0.0916355623951441
TACC2	0.09165016404831676
ITPKC	0.09165679536559461
TMEM185B	0.09167064094888709
WDR34	0.09179261954740853
GOLGA3	0.09187081507615702
FDFT1	0.09187542502988495
PNMAL2	0.09189776606065894
TRMT13	0.09189776606065894
SEC22B	0.09198501545151226
